image_name,score
image_0001.jpg,5.37
image_0002.jpg,5.2
image_0003.jpg,5.14
image_0004.jpg,5.45
image_0005.jpg,5.25
image_0006.jpg,5.11
image_0007.jpg,5.36
image_0008.jpg,5.14
image_0009.jpg,5.38
image_0010.jpg,5.38
image_0011.jpg,5.1
image_0012.jpg,5.21
image_0013.jpg,5.24
image_0014.jpg,5.12
image_0015.jpg,5.54
image_0016.jpg,5.33
image_0017.jpg,5.5
image_0018.jpg,5.1
image_0019.jpg,5.21
image_0020.jpg,5.53
image_0021.jpg,5.34
image_0022.jpg,5.23
image_0023.jpg,5.22
image_0024.jpg,5.09
image_0025.jpg,5.35
image_0026.jpg,5.53
image_0027.jpg,5.41
image_0028.jpg,5.0
image_0029.jpg,5.25
image_0030.jpg,4.94
image_0031.jpg,5.44
image_0032.jpg,5.27
image_0033.jpg,5.27
image_0034.jpg,5.14
image_0035.jpg,5.45
image_0036.jpg,5.21
image_0037.jpg,5.2
image_0038.jpg,5.08
image_0039.jpg,5.48
image_0040.jpg,5.29
image_0041.jpg,5.38
image_0042.jpg,4.86
image_0043.jpg,5.14
image_0044.jpg,5.49
image_0045.jpg,5.38
image_0046.jpg,5.32
image_0047.jpg,5.49
image_0048.jpg,5.41
image_0049.jpg,5.07
image_0050.jpg,5.24
image_0051.jpg,5.09
image_0052.jpg,5.08
image_0053.jpg,5.49
image_0054.jpg,5.31
image_0055.jpg,5.45
image_0056.jpg,5.13
image_0057.jpg,5.52
image_0058.jpg,5.2
image_0059.jpg,5.47
image_0060.jpg,5.29
image_0061.jpg,5.17
image_0062.jpg,5.29
image_0063.jpg,5.28
image_0064.jpg,5.69
image_0065.jpg,5.2
image_0066.jpg,5.24
image_0067.jpg,5.17
image_0068.jpg,5.35
image_0069.jpg,5.4
image_0070.jpg,5.49
image_0071.jpg,5.56
image_0072.jpg,5.24
image_0073.jpg,5.45
image_0074.jpg,5.17
image_0075.jpg,5.02
image_0076.jpg,5.25
image_0077.jpg,5.12
image_0078.jpg,5.51
image_0079.jpg,5.25
image_0080.png,5.36
image_0081.jpg,5.27
image_0082.jpg,5.41
image_0083.jpg,5.47
image_0084.jpg,5.28
image_0085.jpg,5.16
image_0086.jpg,5.53
image_0087.jpg,5.12
image_0088.jpg,5.38
image_0089.jpg,5.42
image_0090.jpg,5.36
image_0091.jpg,5.28
image_0092.jpg,5.18
image_0093.jpg,5.39
image_0094.png,5.27
image_0095.jpg,5.35
image_0096.jpg,5.28
image_0097.jpg,5.31
image_0098.jpg,5.33
image_0099.jpg,5.27
image_0100.jpg,5.43
image_0101.jpg,5.4
image_0102.jpg,5.44
image_0103.jpg,5.27
image_0104.jpg,5.25
image_0105.jpg,5.16
image_0106.jpg,5.42
image_0107.jpg,5.37
image_0108.jpg,5.42
image_0109.jpg,5.36
image_0110.jpg,5.23
image_0111.jpg,5.28
image_0112.jpg,5.41
image_0113.jpg,5.26
image_0114.jpg,5.21
image_0115.jpg,5.27
image_0116.jpg,5.24
image_0117.jpg,5.56
image_0118.jpg,5.36
image_0119.jpg,5.22
image_0120.jpg,5.4
image_0121.jpg,5.22
image_0122.jpg,5.3
image_0123.jpg,5.47
image_0124.png,5.61
image_0125.png,5.55
image_0126.jpg,5.24
image_0127.jpg,5.51
image_0128.jpg,5.22
image_0129.jpg,5.44
image_0130.jpg,5.33
image_0131.jpg,5.27
image_0132.jpg,5.29
image_0133.jpg,5.22
image_0134.jpg,5.18
image_0135.jpg,5.35
image_0136.jpg,5.36
image_0137.jpg,5.38
image_0138.jpg,5.32
image_0139.jpg,5.38
image_0140.jpg,5.02
image_0141.jpg,5.09
image_0142.jpg,5.2
image_0143.jpg,5.36
image_0144.jpg,5.43
image_0145.jpg,5.39
image_0146.jpg,5.42
image_0147.jpg,5.13
image_0148.jpg,5.11
image_0149.jpg,5.22
image_0150.jpg,5.21
image_0151.jpg,5.49
image_0152.jpg,5.49
image_0153.jpg,5.49
image_0154.jpg,5.5
image_0155.jpg,5.44
image_0156.jpg,5.11
image_0157.jpg,5.33
image_0158.jpg,5.63
image_0159.jpg,5.22
image_0160.jpg,5.48
image_0161.jpg,5.23
image_0162.jpg,5.16
image_0163.jpg,5.26
image_0164.jpg,5.42
image_0165.jpg,5.41
image_0166.jpg,5.39
image_0167.jpg,5.39
image_0168.jpg,5.36
image_0169.jpg,5.37
image_0170.jpg,5.3
image_0171.jpg,5.3
image_0172.jpg,5.33
image_0173.jpg,5.14
image_0174.jpg,4.96
image_0175.jpg,5.16
image_0176.jpg,5.38
image_0177.jpg,5.62
image_0178.jpg,5.19
image_0179.jpg,5.27
image_0180.jpg,5.53
image_0181.jpg,5.23
image_0182.jpg,5.4
image_0183.jpg,5.42
image_0184.jpg,5.07
image_0185.jpg,5.18
image_0186.jpg,5.21
image_0187.jpg,5.47
image_0188.jpg,5.15
image_0189.jpg,5.23
image_0190.jpg,5.18
image_0191.jpg,5.45
image_0192.jpg,5.44
image_0193.jpg,5.17
image_0194.jpg,5.19
image_0195.jpg,5.43
image_0196.jpg,5.35
image_0197.jpg,5.66
image_0198.jpg,5.25
image_0199.jpg,5.16
image_0200.jpg,5.28
image_0201.jpg,5.35
image_0202.jpg,5.27
image_0203.jpg,5.27
image_0204.jpg,5.41
image_0205.jpg,5.26
image_0206.jpg,5.38
image_0207.jpg,5.02
image_0208.jpg,5.14
image_0209.jpg,4.98
image_0210.jpg,5.49
image_0211.jpg,5.17
image_0212.jpg,5.18
image_0213.jpg,5.1
image_0214.jpg,5.35
image_0215.jpg,5.64
image_0216.jpg,5.38
image_0217.jpg,5.16
image_0218.jpg,5.39
image_0219.jpg,5.53
image_0220.jpg,5.36
image_0221.jpg,5.3
image_0222.jpg,5.4
image_0223.jpg,5.33
image_0224.jpg,5.34
image_0225.jpg,5.26
image_0226.jpg,5.33
image_0227.jpg,5.35
image_0228.jpg,5.37
image_0229.jpg,5.44
image_0230.jpg,5.35
image_0231.jpg,5.47
image_0232.jpg,5.45
image_0233.jpg,5.12
image_0234.jpg,5.41
image_0235.jpg,5.24
image_0236.jpg,5.32
image_0237.jpg,5.22
image_0238.jpg,5.37
image_0239.jpg,4.98
image_0240.jpg,5.36
image_0241.jpg,5.2
image_0242.jpg,5.12
image_0243.jpg,5.46
image_0244.png,5.27
image_0245.png,5.43
image_0246.png,5.29
image_0247.jpg,5.32
image_0248.jpg,5.41
image_0249.jpg,5.3
image_0250.jpg,5.48
image_0251.jpg,5.37
image_0252.jpg,5.32
image_0253.jpg,5.37
image_0254.jpg,5.41
image_0255.jpg,5.34
image_0256.jpg,5.24
image_0257.jpg,5.45
image_0258.jpg,5.36
image_0259.jpg,5.36
image_0260.jpg,5.35
image_0261.jpg,5.39
image_0262.jpg,5.18
image_0263.jpg,5.36
image_0264.jpg,5.18
image_0265.jpg,5.43
image_0266.jpg,5.24
image_0267.jpg,5.25
image_0268.jpg,5.13
image_0269.jpg,5.35
image_0270.jpg,5.18
image_0271.jpg,5.44
image_0272.jpg,5.34
image_0273.jpg,5.11
image_0274.jpg,5.34
image_0275.jpg,5.22
image_0276.jpg,5.32
image_0277.jpg,5.34
image_0278.jpg,5.31
image_0279.jpg,5.41
image_0280.jpg,5.56
image_0281.jpg,5.26
image_0282.jpg,5.44
image_0283.jpg,5.56
image_0284.jpg,5.25
image_0285.png,5.17
image_0286.png,5.42
image_0287.png,5.22
image_0288.png,5.43
image_0289.jpg,5.27
image_0290.jpg,5.3
image_0291.jpg,5.17
image_0292.jpg,5.34
image_0293.jpg,5.33
image_0294.jpg,4.87
image_0295.jpg,5.14
image_0296.jpg,5.26
image_0297.jpg,5.42
image_0298.jpg,5.4
image_0299.jpg,5.54
image_0300.jpg,5.14
image_0301.jpg,5.62
image_0302.jpg,5.08
image_0303.jpg,5.29
image_0304.jpg,5.42
image_0305.jpg,5.1
image_0306.jpg,5.13
image_0307.jpg,5.25
image_0308.jpg,5.48
image_0309.jpg,5.33
image_0310.jpg,5.13
image_0311.jpg,5.43
image_0312.png,5.16
image_0313.jpg,5.52
image_0314.jpg,5.2
image_0315.jpg,5.28
image_0316.jpg,5.54
image_0317.jpg,5.32
image_0318.jpg,5.4
image_0319.jpg,5.27
image_0320.jpg,5.3
image_0321.jpg,5.35
image_0322.jpg,5.31
image_0323.jpg,5.4
image_0324.jpg,5.19
image_0325.jpg,5.32
image_0326.jpg,5.06
image_0327.jpg,5.14
image_0328.jpg,5.22
image_0329.jpg,5.37
image_0330.jpg,5.23
image_0331.png,5.47
image_0332.png,5.54
image_0333.jpg,5.08
image_0334.jpg,4.86
image_0335.jpg,5.27
image_0336.jpg,5.36
image_0337.jpg,5.18
image_0338.jpg,5.48
image_0339.jpg,5.01
image_0340.jpg,5.03
image_0341.jpg,5.18
image_0342.jpg,5.37
image_0343.jpg,5.34
image_0344.jpg,5.3
image_0345.jpg,5.13
image_0346.jpg,5.37
image_0347.jpg,5.5
image_0348.jpg,5.43
image_0349.jpg,5.47
image_0350.jpg,5.21
image_0351.jpg,5.47
image_0352.jpg,5.27
image_0353.jpg,5.43
image_0354.jpg,5.27
image_0355.jpg,5.28
image_0356.jpg,5.11
image_0357.jpg,5.18
image_0358.jpg,5.44
image_0359.jpg,5.42
image_0360.jpg,5.23
image_0361.jpg,5.67
image_0362.jpg,4.92
image_0363.jpg,5.46
image_0364.jpg,5.43
image_0365.jpg,5.32
image_0366.jpg,5.17
image_0367.jpg,5.54
image_0368.jpg,5.22
image_0369.jpg,5.74
image_0370.jpg,5.49
image_0371.jpg,5.32
image_0372.jpg,5.29
image_0373.jpg,5.25
image_0374.jpg,5.56
image_0375.jpg,5.28
image_0376.jpg,5.37
image_0377.jpg,5.28
image_0378.jpg,5.29
image_0379.jpg,5.58
image_0380.jpg,5.13
image_0381.jpg,5.36
image_0382.jpg,5.29
image_0383.jpg,5.29
image_0384.jpg,5.35
image_0385.jpg,5.36
image_0386.jpg,5.17
image_0387.jpg,5.33
image_0388.jpg,5.43
image_0389.jpg,5.39
image_0390.jpg,5.09
image_0391.jpg,5.36
image_0392.jpg,5.19
image_0393.jpg,5.36
image_0394.jpg,5.13
image_0395.jpg,5.4
image_0396.jpg,5.29
image_0397.jpg,5.34
image_0398.jpg,5.43
image_0399.jpg,5.45
image_0400.jpg,5.62
image_0401.jpg,5.21
image_0402.jpg,5.31
image_0403.png,5.58
image_0404.png,5.31
image_0405.png,5.11
image_0406.jpg,5.13
image_0407.jpg,5.36
image_0408.jpg,5.23
image_0409.jpg,5.39
image_0410.jpg,5.28
image_0411.jpg,5.32
image_0412.jpg,5.36
image_0413.jpg,5.28
image_0414.jpg,5.5
image_0415.jpg,5.26
image_0416.jpg,5.37
image_0417.jpg,5.15
image_0418.jpg,5.18
image_0419.jpg,5.22
image_0420.jpg,5.33
image_0421.jpg,5.29
image_0422.jpg,5.03
image_0423.jpg,5.39
image_0424.jpg,4.98
image_0425.jpg,5.06
image_0426.jpg,5.3
image_0427.jpg,5.31
image_0428.jpg,5.33
image_0429.jpg,5.36
image_0430.png,5.8
image_0431.png,5.1
image_0432.jpg,5.29
image_0433.jpg,5.5
image_0434.jpg,5.26
image_0435.jpg,5.56
image_0436.jpg,5.36
image_0437.jpg,5.16
image_0438.jpg,5.34
image_0439.jpg,5.18
image_0440.jpg,5.24
image_0441.jpg,5.56
image_0442.jpg,5.36
image_0443.jpg,5.24
image_0444.jpg,5.33
image_0445.jpg,5.47
image_0446.jpg,5.04
image_0447.jpg,5.34
image_0448.jpg,5.51
image_0449.jpg,5.06
image_0450.jpg,4.92
image_0451.jpg,5.48
image_0452.jpg,5.18
image_0453.jpg,5.23
image_0454.jpg,5.25
image_0455.jpg,5.23
image_0456.jpg,5.16
image_0457.jpg,5.39
image_0458.jpg,5.4
image_0459.jpg,5.28
image_0460.png,5.4
image_0461.jpg,5.56
image_0462.jpg,5.17
image_0463.jpg,5.45
image_0464.jpg,5.29
image_0465.jpg,5.33
image_0466.jpg,5.48
image_0467.jpg,5.07
image_0468.jpg,5.18
image_0469.jpg,5.68
image_0470.jpg,5.43
image_0471.jpg,5.42
image_0472.jpg,5.4
image_0473.jpg,5.26
image_0474.jpg,5.34
image_0475.jpg,5.6
image_0476.jpg,5.29
image_0477.jpg,5.48
image_0478.jpg,5.26
image_0479.jpg,5.31
image_0480.jpg,5.29
image_0481.jpg,5.33
image_0482.jpg,5.14
image_0483.jpg,5.23
image_0484.jpg,5.45
image_0485.jpg,5.4
image_0486.jpg,5.28
image_0487.jpg,5.21
image_0488.jpg,5.11
image_0489.png,5.58
image_0490.png,5.35
image_0491.png,5.26
image_0492.jpg,5.43
image_0493.jpg,5.3
image_0494.jpg,5.23
image_0495.jpg,5.26
image_0496.jpg,5.18
image_0497.jpg,5.57
image_0498.jpg,5.61
image_0499.jpg,5.38
image_0500.jpg,5.62
image_0501.jpg,5.39
image_0502.jpg,5.29
image_0503.jpg,5.17
image_0504.jpg,5.2
image_0505.jpg,5.32
image_0506.jpg,5.38
image_0507.jpg,5.69
image_0508.jpg,5.29
image_0509.jpg,5.54
image_0510.jpg,5.22
image_0511.jpg,5.3
image_0512.jpg,5.44
image_0513.jpg,5.42
image_0514.jpg,5.33
image_0515.jpg,5.41
image_0516.jpg,5.34
image_0517.jpg,5.44
image_0518.jpg,5.21
image_0519.jpg,5.43
image_0520.jpg,5.27
image_0521.jpg,5.36
image_0522.jpg,5.26
image_0523.jpg,5.48
image_0524.jpg,5.41
image_0525.jpg,5.27
image_0526.png,5.42
image_0527.jpg,5.24
image_0528.jpg,5.3
image_0529.jpg,5.51
image_0530.jpg,5.38
image_0531.jpg,5.0
image_0532.jpg,5.33
image_0533.jpg,5.37
image_0534.jpg,5.43
image_0535.jpg,5.55
image_0536.jpg,5.16
image_0537.jpg,5.19
image_0538.jpg,5.07
image_0539.jpg,5.33
image_0540.jpg,5.14
image_0541.jpg,5.55
image_0542.jpg,5.6
image_0543.jpg,5.31
image_0544.jpg,5.25
image_0545.jpg,5.36
image_0546.jpg,5.49
image_0547.jpg,5.17
image_0548.jpg,5.28
image_0549.jpg,5.47
image_0550.jpg,5.08
image_0551.jpg,5.5
image_0552.jpg,5.43
image_0553.jpg,5.51
image_0554.jpg,5.52
image_0555.jpg,5.39
image_0556.jpg,5.46
image_0557.jpg,5.48
image_0558.jpg,5.19
image_0559.jpg,5.18
image_0560.jpg,5.29
image_0561.jpg,5.05
image_0562.jpg,5.22
image_0563.jpg,5.44
image_0564.jpg,5.34
image_0565.jpg,5.28
image_0566.jpg,5.1
image_0567.jpg,5.11
image_0568.jpg,5.37
image_0569.jpg,5.51
image_0570.jpg,5.01
image_0571.jpg,5.5
image_0572.jpg,5.28
image_0573.jpg,5.3
image_0574.jpg,5.26
image_0575.jpg,5.41
image_0576.png,5.29
image_0577.png,5.27
image_0578.jpg,5.27
image_0579.jpg,5.29
image_0580.jpg,5.23
image_0581.jpg,5.27
image_0582.jpg,5.23
image_0583.jpg,5.14
image_0584.jpg,5.35
image_0585.jpg,5.24
image_0586.jpg,5.48
image_0587.jpg,5.22
image_0588.jpg,5.43
image_0589.jpg,5.55
image_0590.jpg,5.33
image_0591.jpg,5.39
image_0592.jpg,5.27
image_0593.jpg,5.33
image_0594.jpg,5.0
image_0595.jpg,5.07
image_0596.jpg,5.55
image_0597.jpg,5.38
image_0598.jpg,5.33
image_0599.jpg,5.37
image_0600.jpg,5.31
image_0601.jpg,5.28
image_0602.jpg,5.4
image_0603.jpg,5.12
image_0604.jpg,5.5
image_0605.jpg,5.44
image_0606.jpg,5.38
image_0607.jpg,5.35
image_0608.jpg,5.31
image_0609.jpg,5.25
image_0610.jpg,5.5
image_0611.jpg,5.43
image_0612.jpg,4.83
image_0613.jpg,5.09
image_0614.jpg,5.46
image_0615.jpg,5.1
image_0616.jpg,5.29
image_0617.jpg,5.28
image_0618.jpg,5.39
image_0619.jpg,5.43
image_0620.jpg,5.42
image_0621.jpg,5.38
image_0622.jpg,5.45
image_0623.jpg,5.43
image_0624.jpg,5.35
image_0625.jpg,5.24
image_0626.png,5.48
image_0627.png,5.37
image_0628.png,5.57
image_0629.png,5.3
image_0630.png,5.11
image_0631.jpg,5.37
image_0632.jpg,5.16
image_0633.jpg,5.08
image_0634.jpg,5.11
image_0635.jpg,5.4
image_0636.jpg,5.27
image_0637.jpg,5.26
image_0638.jpg,5.33
image_0639.jpg,5.57
image_0640.jpg,5.23
image_0641.jpg,5.38
image_0642.jpg,5.39
image_0643.jpg,5.27
image_0644.jpg,5.39
image_0645.jpg,5.59
image_0646.jpg,5.22
image_0647.jpg,5.24
image_0648.jpg,5.42
image_0649.jpg,5.32
image_0650.jpg,5.48
image_0651.jpg,5.22
image_0652.jpg,5.33
image_0653.jpg,5.31
image_0654.jpg,5.41
image_0655.jpg,5.29
image_0656.jpg,5.19
image_0657.jpg,5.32
image_0658.jpg,5.19
image_0659.jpg,5.58
image_0660.jpg,5.37
image_0661.jpg,5.47
image_0662.jpg,5.27
image_0663.jpg,5.37
image_0664.jpg,5.35
image_0665.jpg,5.27
image_0666.jpg,5.3
image_0667.jpg,5.35
image_0668.jpg,5.45
image_0669.jpg,5.22
image_0670.jpg,5.34
image_0671.jpg,5.25
image_0672.jpg,5.28
image_0673.jpg,5.47
image_0674.jpg,5.42
image_0675.jpg,5.23
image_0676.jpg,5.27
image_0677.jpg,5.18
image_0678.jpg,5.33
image_0679.jpg,5.34
image_0680.jpg,5.28
image_0681.jpg,5.3
image_0682.jpg,5.33
image_0683.jpg,5.36
image_0684.jpg,5.38
image_0685.jpg,5.29
image_0686.jpg,5.45
image_0687.jpg,5.33
image_0688.jpg,5.62
image_0689.jpg,5.44
image_0690.jpg,5.28
image_0691.png,5.49
image_0692.png,5.27
image_0693.png,5.46
image_0694.png,5.18
image_0695.jpg,5.25
image_0696.jpg,5.53
image_0697.jpg,5.38
image_0698.jpg,5.37
image_0699.jpg,5.23
image_0700.jpg,5.16
image_0701.jpg,5.56
image_0702.jpg,5.23
image_0703.jpg,5.58
image_0704.jpg,5.01
image_0705.jpg,5.16
image_0706.jpg,5.46
image_0707.jpg,5.21
image_0708.jpg,5.45
image_0709.jpg,5.45
image_0710.jpg,5.21
image_0711.jpg,5.0
image_0712.jpg,5.3
image_0713.jpg,5.52
image_0714.jpg,5.31
image_0715.jpg,5.51
image_0716.jpg,5.38
image_0717.jpg,5.27
image_0718.jpg,5.32
image_0719.jpg,5.22
image_0720.jpg,5.13
image_0721.jpg,5.37
image_0722.jpg,5.51
image_0723.jpg,5.26
image_0724.jpg,5.32
image_0725.jpg,5.31
image_0726.jpg,5.28
image_0727.jpg,5.44
image_0728.jpg,5.42
image_0729.jpg,5.51
image_0730.jpg,5.13
image_0731.jpg,5.4
image_0732.jpg,5.55
image_0733.jpg,5.25
image_0734.jpg,5.16
image_0735.jpg,5.47
image_0736.jpg,5.18
image_0737.jpg,5.29
image_0738.jpg,5.21
image_0739.jpg,5.15
image_0740.jpg,5.32
image_0741.jpg,5.55
image_0742.jpg,5.02
image_0743.jpg,5.52
image_0744.jpg,5.16
image_0745.jpg,5.08
image_0746.jpg,5.48
image_0747.jpg,5.28
image_0748.jpg,5.31
image_0749.jpg,5.41
image_0750.jpg,5.35
image_0751.jpg,5.29
image_0752.jpg,5.18
image_0753.jpg,5.25
image_0754.jpg,5.04
image_0755.jpg,5.45
image_0756.jpg,5.42
image_0757.jpg,5.17
image_0758.jpg,5.13
image_0759.jpg,5.11
image_0760.jpg,5.55
image_0761.jpg,4.95
image_0762.jpg,5.63
image_0763.jpg,5.36
image_0764.jpg,4.86
image_0765.jpg,5.25
image_0766.jpg,5.02
image_0767.jpg,5.29
image_0768.jpg,5.43
image_0769.jpg,5.2
image_0770.jpg,5.28
